unit_order,unit_id,unit_title,Met-1981.373,L4044,P5881,L8751,P3471,P3465,P3466,CCCP578,R3655,JBE-Hebrew,R2536,VAF298
344,4a194388-5b8f-45f3-a381-f93cf0d75089,The Lure,وطار به فلم يزلْ يرتفع وينخفض والحليّ في منقاره إلى أن أتى جحر الأسود فجعله فيه,فاختطف من حليّها عقدًا فلم يزل يطير به تارة ويقع أخرى حيث يُنظر إليه حتّى انتهى بالعقد إلى جحر الأسود والقوم ينظرون فرمى به عنده,,,حلي امرأة تغسل على سطح منزلها وقد وضعت حليها إلى جانبها على ثيابها فخطفه وطار واتّبعه الناس حتّى انتهى إلى جحر الأسود فوضعه على باب الجحر,,,قال فخطف من حليّها عقدًا ولم يزل يطير ويقع والناس ينظرون إليه حتّى انتهى بذلك العقد إلى جحر الأسود فألقاه عنده والقوم ينظرون إليه,عليه وأخذه وطار وتبادر الناس واتّبعوه حتّى انتهى به إلى جحر الأسود فألقاه عليه والقوم ينظرون,,,
345,766252d2-a50f-4f90-a69d-41618e906537,The Plan Succeeds,فلمّا أتوا الناس ليأخذوا الحليّ وجدوا الأسود نائمًا على باب جحره فقتلوه وأخذوا الحليّ,فلمّا أتوه وجدوا الأسود عنده فقتلوه وأخذوا عقدهم,,,فبادر الناس فخرج عليهم الأسود فقتلوه وأخذوا حليهم واستراح الغراب من الأسود بغير مشقّة وإنّما,,,فأقبلوا إليه فلمّا بلغوا إلى جحر الأسود حفروا على العقد فخرج عليهم الأسود فقتلوه وأخذوا عقدهم,فلمّا دنوا وجدوا الأسود وأخذوا عقدهم وقتلوه,,فأخذ أصحاب الحليّ حليّهم ورأوا الأسود نائمًا فأهوى إليه رجل منهم بحجر فقتله,
346,877643d0-228b-484e-92c9-8fa61963db29,The Moral: Cunning Triumphs,وإنّما ضربت لك هذا لتعلم أنّ الاحتيال يجري ما لا تجري القوّة,قال دمنة وإنّما ضربت لك هذا المثل لتعلم أنّ الحيلة تجزي ما لا تجزي القوّة,وإنمّا ضربت لك هذا المثل لتعلم أنّ الحيل تجري ما لا تجرى به ذو القوّة,,ضربت لك هذا المثل لتعلم أنّ الحيلة ربما أجزأت أجزاءًا لا يطيقه كثير من الناس فقال كليلة,,,,وإنّما ضربت لك هذا المثل لتعلم أنّ الحيل منها نافع وضار,,وإنّما ضربت لك هذا المثل لتعلم أنّ الاحتيال ربّما كان أجزى في بعض الأمور من الطاقة والقوّة,
347,60e26d5e-aa06-4c49-bc50-c2e17aa50c23,Kalila's Objection,فقال كليلة إنّ شتربة لو لم يجمعْ مع شدّته رأيًا كان ذلك ولكنّه أُعطي فضلًا ونبلًا جسيمًا,قال كليلة إنّ الثور لو لم يجمع مع شدّته رأيًا كان ذلك ولكنّه مع شدّته ذو رأي وعقل فماذا تستطيع له,قال كليلة إنّ شتربه لو لم يجتمع مع شدّته وقوّته رأيًا لكان ذلك لكنّه مع شدّته وقوّته ذو رأي وعقل فما الذي يصنع في أمره,,إنّ شتربة لو كان لا يجمع مع شدّته رأيًا كان ذلك ولكنّه ذو ا رأي وبطش فقال دمنةإنّ,,,,قال كليلة إنّ الثور لو لم يجمع مع شدّته رأيًا كان ذلك ولكنّه مع شدّته ذو رأي فما تستطيع له,,قال كليلة إنّ شتربة لو لم يجمع مع شرّته رأيًا كان كذلك ولكنّه قد أعطي مع ما ذكرت له فضلًا بيّنًا وفهمًا حسنًا ورأيًا حازمًا,
348,06a01ed9-38f4-4c12-9b62-13d4bd873a6a,The Rabbit and the Lion Parable,فقال دمنة إنّ شتربة على ما وصفت ولكن سأصرعه كما فعلت الأرنب بالأسد,قال دمنة إنّ الثور كما ذكرت في قوّته وشدّته ورأيه ولكنّه بي مغترًّا وإليّ آمن وأنا خليق أن أصرعه كما صرع مرّة أرنب أسدًا,قال له دمنة إنّه كما ذكرت لكنّه مغترًّا فإن أمنني فسوف أصرعه كما فعلت الأرنب بالأسد,,شتربة لعلى ما وصفت ولكنّه واثقٌ بي وسيرسل إليّ فأنا خليق أن أصرعه كما فعلت الأرنب بالأسد قال كليلة,,,,قال دمنة إنّ الثور كما ذكرت ولكنّه مغترّ بي فأنا خليق أن أصرعه كما صرعت الأرنب الأسد,,فقال له دمنة إنّ شتربة على ما وصفت ولكنّه بي مغترٌّ إليّ آمنٌ فأنا خليقٌ أن أصرعه كما فعلت الأرنب بالأسد,
349,27182657-bfbc-42c5-bf08-052699ddf65f,Kalila Asks for the Story,قال كليلة وكيف كان ذلك,قال كليلة وكيف كان ذلك,قال كليلة وكيف كان ذلك,,وكيف كان ذلك فقال زعموا,,,,قال كليلة وكيف كان ذلك,,قال كليلة وكيف كان ذلك,
350,29d98ca2-3811-49a7-82b9-2bc87b9f25cb,The Tyrannical Lion,قال دمنة زعموا أنّ أسدًا كان في أرض مخصبة كثيرة الوحوش والماء والمرعى وكانت تلك الوحوش لا تعيش في تلك الأرض إلّا متخوّفات,قال دمنة زعموا أنّ أسدًا كان في أرض كثيرة الماء والخصب والعشب وكان ما بتلك الأرض من الوحوش في سعة من الماء والمرعى إلّا أنّ ذلك لم يكن ينفعها من خوف الأسد,قال زعموا أنّ أسدًا كان بأرض مخصّبة كثيرة الوحش والماء والمرعى وكان لا ينفعهم ما هم فيه من الخصب من كثرة خوفهنّ من الأسد,,أنّ أسدًا كان في أرض كثيرة الماء والوحوش والمرعى وكان لا ينفعهم ما هم فيه من خوفهم من الأسد,,,,قال دمنة زعموا أنّ أسدًا كان في أرض كثيرة الماء والعشب فكان ما بتلك الأرض من الوحش في سعة من الماء والمرعى إلّا أنّ ذاك لم يكن ينفعها مع خوف الأسد,,قال دمنة زعموا أن كان أسدٌ في أرضٍ مخصبةٍ كثيرة الوحوش والمرعى والمياه فكان لا ينفعهنّ ما يبق فيه [[فا]] من خوفهنّ من الأسد,
351,aaed4c70-15f7-4556-b044-8335ee50e2ab,The Animals' Proposal,فائتمرن فيما بينهنّ وبينه وقلن [[له إنّك إنّي]] للأسد إنّك لن تصيب الدابّة منّا إلّا بعد نصب وقد أجمعنا على أمر لك ولنا فيه صلاح إن أنت آمنتنا,فائتمرت تلك الوحوش واجتمعت إلى الأسد وقالت إنّك لا تصيب منّا الدابّة في اليوم إلّا بعد نصب وتعب وقد رأينا رأيًا لنا ولك فيه راحة,فاتّفقن بأجمعهنّ وأتينه وقلن له ألا إنّك لا تصيب الدابّة منّا إلّا بعد جهد ونصب وتعب وقد اجتمعنا على أمر لنا ولك فيه راحة إن أنت أمهلتنا وأمنتنا على أنفسنا,,فيما بينهم وأتوا إلى الأسد فقلن له إنّك لن تصيب منّا,,,,فائتمرت تلك الوحوش واجتمعت إلى الأسد فقالت له إنّك لا تصيب منّا الدابّة إلّا بعد تعب شديد وإنّا قد رأينا رأيًا لك,,فائتمرن فيما بينهنّ فأتينه وقلن له إنّك لا تصيب,
352,face30d3-eb63-4064-a9a8-1930bbc287e6,The Lion's Inquiry,قال إنّي فاعل ذلك وما ذاك,,فقال أنا فاعل لكم ما أردتم,,قال الأسد وما ذاك,,,,,,,
353,630f7f15-9f34-4938-aff9-6c27ab3eec58,The Bargain,,فإن أنت أمّنتنا ولم تخفنا فلك علينا دابّة في كلّ يوم نرسل بها إليك عند غدائك,فقلن له نحن نرسل إليك في كلّ يوم بدابّة [[بك]] منّا عند غذائك وأخرى عند عشائك من غير تعب ولا نصب,,قالوا إن أنت لم تهجمنا وأمّنتنا فنحن نرسل إليك في كلّ يومٍ منّا دابّة تكون طعامك,,,,ولنا صلاح فإن أنت آمنتنا ولم تخفنا فلك علينا في كلّ يوم دابّةً نرسل بها إليك عند غدائك,,,
354,20878a9c-3564-4f45-bcd3-29f96d6703ea,The Lion Agrees,,فرضي الأسد بذلك وصالحهم عليه,قال [[فرضي]] الأسد على ذلك,,فرضي بذلك فقام الوحش له بذلك ووفّوا له,,,,فرضي الأسد بذلك,,,
355,dd8cb45b-c70b-409e-8216-eb9d2469cef4,The Agreement is Kept,,وأقمن على ذلك زمانًا,وصالحهم عليه فوفوا له بما قالوا ووفى لهم بما أعطاهم من نفسه,,,,,,وصالحهنّ عليه وأقمن ذلك له,,,
356,54ebe6db-5e1f-4fbb-a69c-963139e9ba3d,The Daily Lottery,,وإنّ السباع كنّ يقترعن في كلّ يوم فمن أصابته القرعة منهنّ أرسلن به إلى الأسد مع بعض السباع يبلّغه ذلك حتّى يأكله,,,,,,,,,,
357,c6c95253-428a-4386-9772-3164773bb769,The Cunning Rabbit's Turn,,ثمّ إنّ أرنبًا أصابه القرعة فقالت لهنّ إن أنتن رفقتنّ بي فلا يضرّكنّ لعليّ أريحكنّ من الأسد,ثمّ إنّ الأرنب أصابتها القرعة منهم فقالت لهم إن أنا أرحتكم من الأسد ماذا يكون لي عليكم,,ثمّ إنّ أرنبًا أصابتها القرعة وكانت ذات دهاء ومكر فقالت لهنّ إن أنتنّ رفقتنّ بي فيما لا يضرّك نّ أرحتكنّ من الأسد,,,,ثمّ إنّ أرنبًا أصابتها القرعة فقالت لهنّ إن أنتم رفقتم فيما لا يضرّكم لعلّي أن أريحكنّ من الأسد,,,
358,f443e0f3-2461-42c9-81a4-376a431b9a0a,The Animals' Question,,فقلن لها وما الذي تكلّفيننا من الرفق,فقالوا لها لك كلّما أحببت,,فقلن وما ذاك,,,,فقالوا وما تكلّفينا من ذلك,,,
359,30dc7524-dec5-4852-924b-7d10f9065d1e,The Rabbit's Request,,قالت هيّنًا من الأمر تأمرن الذي ينطلق بي إلى الأسد ثمّ لا يتبعني لعلّي أبطئ على الأسد بعض الإبطاء حتّى يتأخّر غداؤه ثمّ يتأخّر منّي وأتقدّم وحدي,فقالت لهم الأرنب أأمروا الذي ينطلق بي لا يعجّل عليّ برواحي إلى الأسد ولا يقرّبني إليه لعلّي أبطئ عليه ساعة حتّى يتأخر غذاؤه,,فقالت تأمرن من يذهب بحيث أن لا يتبعني ويتوارى إذا قرب منه حتّى أذهب إليه وحدي وقد أبطأت عليه فيجوع وأمكر به,,,,قالت تأمرون من ينطلق معي أن أبطئ على الأسد حتّى يتأخّر غذاؤه,,,
